444722625,Toddler Kids Puzzles Puzzingo – Educational Learning Games,"77Sparx Studio, Inc.",Apple App Store,"iPad, iPhone",Free,2011-07-05,Yes,"Games, Education, Educational (Games), Puzzle (Games)",Yes,1924383,,0.0,586431,,0.0
574646459,快眠の森〜寝言を解析します〜,ASD Corporation,Apple App Store,"iPad, iPhone",Free,2012-12-08,No,"Health & Fitness, Lifestyle",No,123076,,0.0,0,,0.0
com.greyolltwit.atm,ATM,Grey Olltwit Software,Google Store,All,Free,2014-08-16,No,Educational (Games),No,105614,,0.0,0,,0.0
324548638,ASD Roulette New,ASD Soft,Apple App Store,"iPad, iPhone",Free,2009-08-04,Yes,"Games, Casino (Games), Card (Games), Entertainment",No,51285,,0.0,55596,,0.0
com.greyolltwit.addersnladders,ADDers and Ladders,Grey Olltwit Software,Google Store,All,Free,2014-08-29,No,Board (Games),No,36526,,0.0,0,,0.0
374937863,Safe Sex,ASD Soft,Apple App Store,"iPad, iPhone",Free,2010-06-03,No,"Medical, Health & Fitness",No,26758,,0.0,0,,0.0
932236332,Todo Number Matrix: Brain teasers logic puzzles and mathematical reasoning for kids,"Enuma, Inc.",Apple App Store,"iPad, iPhone",Paid,2014-11-19,No,"Games, Education, Educational (Games), Family (Games)",Yes,26717,,0.0,15256,,0.0
375548744,ASD American Roulette Lite,ASD Soft,Apple App Store,"iPad, iPhone",Free,2010-06-04,No,"Games, Casino (Games), Card (Games), Entertainment",No,20968,,0.0,0,,0.0
534474370,GSA PRO,Perception Digital Limited,Apple App Store,"iPad, iPhone",Free,2012-06-19,No,"Sports, Health & Fitness",No,20035,,0.0,0,,0.0
com.androbros.wordsearchespanol,Búsqueda de Palabras,Androbros,Google Store,All,Free,2014-02-05,No,Word (Games),No,19022,,0.0,0,,0.0
de.appnotize.letmetalk,LetMeTalk: Free AAC Talker,Appnotize UG,Google Store,All,Free,2014-09-25,Yes,Medical,No,15891,,0.0,119,,0.0
340847433,ASD Poker Lite,ASD Soft,Apple App Store,"iPad, iPhone",Free,2009-11-25,No,"Games, Casino (Games), Card (Games), Entertainment",No,15177,,0.0,0,,0.0
537549983,iSEQUENCES LITE,Fundación Planeta Imaginario,Apple App Store,iPad,Free,2012-07-09,No,"Games, Education, Educational (Games)",No,14954,,0.0,0,,0.0
com.greyolltwit.dinohunt,Dinosaur Hunt,Grey Olltwit Software,Google Store,All,Free,2014-08-19,No,Educational (Games),No,13016,,0.0,0,,0.0
605799337,Happy Geese,Appically,Apple App Store,iPad,Free,2013-04-01,Yes,"Games, Education, Dice (Games)",No,11313,,0.0,2180,,0.0
495848904,iTouchiLearn Feelings for Preschool Kids Free,Staytoooned,Apple App Store,"iPad, iPhone",Free,2012-01-25,Yes,"Games, Education, Educational (Games)",No,10696,,0.0,0,,0.0
318934877,ASD Roulette 2,ASD Soft,Apple App Store,"iPad, iPhone",Paid,2009-06-28,No,"Games, Casino (Games), Card (Games), Entertainment",No,10282,,0.0,6584,,0.0
com.sagemilk.AnimalAnatomy,Animal Anatomy and Physiology,SageMilk,Google Store,All,Paid,2012-11-05,No,Medical,No,9896,,0.0,18694,,0.0
533976433,Cause and Effect Sensory Light Box,Cognable,Apple App Store,"iPad, iPhone",Paid,2012-06-19,No,"Games, Education, Educational (Games), Family (Games)",No,9680,,0.0,24111,,0.0
