air.atebol.sgiliaucymdeithasol.Dressing,Dressing,Atebol,Google Store,All,Paid,2014-05-28,No,Education,No,30,,0.0,22,,0.0
351230614,Look In My Eyes 2 Car Mechanic,FIZZBRAIN LLC,Apple App Store,"iPad, iPhone",Paid,2010-01-20,No,"Games, Education, Educational (Games)",No,30,,0.0,62,,0.0
970393328,Aspergers Symptoms - General Information,Gary O Brien,Apple App Store,"iPad, iPhone",Paid,2015-03-04,No,"Medical, Education",No,29,,0.0,58,,0.0
949216821,Chwythu Trwyn / Blowing your Nose,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2014-12-18,No,"Education, Health & Fitness",No,29,,0.0,18,,0.0
1017626555,LIFE :),Natasha Staunton,Apple App Store,"iPad, iPhone",Paid,2015-07-25,No,"Health & Fitness, Lifestyle",No,27,,0.0,17,,0.0
air.atebol.sgiliaucymdeithasol.BlowingYourNose,Blowing your nose,Atebol,Google Store,All,Paid,2014-05-28,No,Education,No,26,,0.0,21,,0.0
495032459,oogie,fractallonomy,Apple App Store,"iPad, iPhone",Free,2012-04-30,No,"Music, Entertainment",No,26,,0.0,0,,0.0
382187914,Autism - Essential Guide to Finally Understanding Autism,AppWarrior,Apple App Store,"iPad, iPhone",Paid,2010-07-22,No,"Medical, Health & Fitness",No,26,,0.0,18,,0.0
939471621,Ble i Gyffwrdd yn yr Ysgol / Where to Touch in School,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2014-11-20,No,"Medical, Education",No,25,,0.0,17,,0.0
922957135,Learn to Read Series : Creepy Crawly Bones ABCD for Montessori,Agnitus,Apple App Store,"iPad, iPhone",Paid,2014-10-15,No,"Games, Education, Educational (Games), Family (Games)",No,25,,0.0,52,,0.0
939465319,Golchi Dwylo / Wash Hands,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2014-11-21,No,"Medical, Education",No,24,,0.0,16,,0.0
air.atebol.sgiliaucymdeithasol.PhysicalBullying,Physical bullying,Atebol,Google Store,All,Paid,2014-05-27,No,Education,No,22,,0.0,18,,0.0
939465307,Mynd i’r Toiled / Using the Toilet,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2014-11-21,No,"Medical, Education",No,22,,0.0,14,,0.0
954147909,testimo,Pablo Alvarez,Apple App Store,"iPad, iPhone",Free,2015-01-15,No,"Education, Health & Fitness",No,22,,0.0,0,,0.0
com.hyp.mobi.app028,Aspergers Husband,MobiXprexx,Google Store,All,Paid,2014-09-28,No,Health and Fitness,No,21,,0.0,44,,0.0
air.atebol.sgiliaucymdeithasol.HowToTakeAShower,How to take a shower,Atebol,Google Store,All,Paid,2014-05-27,No,Education,No,21,,0.0,18,,0.0
com.makemedroid.keyd2aaf0e7,Black Religion,AdoraBatBrat,Google Store,All,Paid,2014-08-29,No,Music and Audio,No,21,,0.0,16,,0.0
ch.asperger_ag.VisualHelper,Visual Helper (beta),Asperger AG,Google Store,All,Free,2015-04-24,No,Education,No,20,,0.0,0,,0.0
897813240,Learn Number Tracing & Writing for Kindergarten First and Second Grade Kids,Agnitus,Apple App Store,"iPad, iPhone",Paid,2014-07-31,No,"Games, Education, Educational (Games), Simulation (Games)",No,20,,0.0,27,,0.0
897420105,Rocky ABCD Colors Shapes & Alphabet Playtime : Fundamental Skills Learning Series for Montessori,Agnitus,Apple App Store,"iPad, iPhone",Paid,2014-08-01,No,"Games, Education, Educational (Games), Puzzle (Games)",No,19,,0.0,23,,0.0
922019220,Race & Trace : Intro to Tracing Numbers & Math Symbols FULL,Agnitus,Apple App Store,"iPad, iPhone",Paid,2014-10-05,No,"Games, Education",No,19,,0.0,25,,0.0
aba.materials.sounds,205 Sounds for cellphone,helpingtogrow,Google Store,All,Paid,2013-01-21,No,Education,No,17,,0.0,24,,0.0
com.brianmaki.camdevelop,Cam’s Developmental Preschool,Mobos Interactive,Google Store,All,Paid,2012-07-20,No,Education,No,17,,0.0,11,,0.0
922016770,Monster Spelling ABC & Phonic Sounds FULL,Agnitus,Apple App Store,"iPad, iPhone",Paid,2014-10-08,No,"Games, Education",No,17,,0.0,22,,0.0
922399355,Airplane Line Tracing & Hand Writing FULL,Agnitus,Apple App Store,"iPad, iPhone",Paid,2014-10-04,No,"Games, Education",No,17,,0.0,23,,0.0
air.atebol.sgiliaucymdeithasol.HowToDryMyself,How to dry myself,Atebol,Google Store,All,Paid,2014-05-28,No,Education,No,16,,0.0,11,,0.0
air.atebol.sgiliaucymdeithasol.HowToWashHairInABath,How to wash hair in a bath,Atebol,Google Store,All,Paid,2014-05-28,No,Education,No,15,,0.0,10,,0.0
780583966,AutoVerbal UK Talking Soundboard for Non-Verbal (Autism Asperger's Aphasia) with Australian British Irish South African voices,"No Tie, LLC",Apple App Store,"iPad, iPhone",Paid,2013-12-18,No,"Education, Health & Fitness",No,14,,0.0,97,,0.0
949216759,Bwlio Geiriol / Verbal Bullying,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2014-12-18,No,"Education, Health & Fitness",No,14,,0.0,8,,0.0
air.atebol.sgiliaucymdeithasol.MakingContact,Making contact,Atebol,Google Store,All,Paid,2014-05-27,No,Education,No,14,,0.0,10,,0.0
939257129,Sefyll Mewn Llinell / Standing in Line,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2014-11-20,No,"Medical, Education",No,13,,0.0,8,,0.0
608080783,iSpeakUpStory,Kensei Ikeda,Apple App Store,"iPad, iPhone",Paid,2013-03-13,No,"Education, Books",No,13,,0.0,18,,0.0
922957628,Halloween Phonics & Spelling: Learn ABC Alphabet Names & Shape Playtime for Kids,Agnitus,Apple App Store,"iPad, iPhone",Paid,2014-10-13,No,"Games, Education, Educational (Games), Family (Games)",No,13,,0.0,16,,0.0
939465787,Ennill a Cholli / Winning and Losing,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2014-11-20,No,"Medical, Education",No,11,,0.0,6,,0.0
375925919,Mental Disorders,Malik Mubbshir,Apple App Store,iPad,Paid,2010-06-07,No,"Health & Fitness, Utilities",No,11,,0.0,38,,0.0
786236023,Dag van de Citymarketing 2014,Seabiscuit,Apple App Store,"iPad, iPhone",Free,2014-01-01,No,"Business, Utilities",No,11,,0.0,0,,0.0
392186572,Look In My Eyes 3 Undersea,FIZZBRAIN LLC,Apple App Store,"iPad, iPhone",Paid,2010-09-22,No,"Education, Entertainment",No,11,,0.0,23,,0.0
939458807,Gwisgo / Dressing,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2014-11-21,No,"Medical, Education",No,10,,0.0,7,,0.0
939469620,Gofyn am Help yn yr Ysgol / Asking for Help at School,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2014-11-21,No,"Medical, Education",No,10,,0.0,7,,0.0
949216765,Bwlio ar Sgrin / On Screen Bullying,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2015-01-09,No,"Education, Health & Fitness",No,10,,0.0,7,,0.0
com.andrewfortiersoftware.aeqaf,Asperger's Eval Tool (Ad Free),Andrew Fortier,Google Store,All,Paid,2015-07-31,No,Health and Fitness,No,9,,0.0,13,,0.0
air.atebol.sgiliaucymdeithasol.KindHands,Kind Hands,Atebol,Google Store,All,Paid,2014-05-28,No,Education,No,9,,0.0,6,,0.0
air.atebol.sgiliaucymdeithasol.WashHands,Washing hands,Atebol,Google Store,All,Paid,2014-05-28,No,Education,No,9,,0.0,6,,0.0
593440026,Marie's Words Plus,Marie's Words,Apple App Store,"iPad, iPhone",Paid,2013-01-20,No,"Education, Business",No,9,,0.0,126,,0.0
aba.materials.soundstablet,205 Sounds for 10in tablet,helpingtogrow,Google Store,All,Paid,2013-01-29,No,Education,No,9,,0.0,17,,0.0
412683190,Smile at Me,FIZZBRAIN LLC,Apple App Store,"iPad, iPhone",Paid,2011-01-05,No,"Education, Health & Fitness",No,9,,0.0,17,,0.0
ch.asperger_ag.memestrator_free,MEMEstrator Free,Asperger AG,Google Store,All,Free,2015-07-10,No,Entertainment,No,8,,0.0,0,,0.0
air.atebol.sgiliaucymdeithasol.TimeToFinish,Time to finish,Atebol,Google Store,All,Paid,2014-05-27,No,Education,No,8,,0.0,5,,0.0
air.atebol.sgiliaucymdeithasol.WhereToTouchInSchool,Where to touch (in school),Atebol,Google Store,All,Paid,2014-05-27,No,Education,No,8,,0.0,4,,0.0
843714846,Autismtc,Isaac Perach,Apple App Store,"iPad, iPhone",Free,2014-03-29,No,"Medical, Education",No,8,,0.0,0,,0.0
air.MyFirstABC,Upper Case. - Autism,ColorsKit,Google Store,All,Paid,2011-11-08,No,Education,No,8,,0.0,4,,0.0
919101009,1 on 1: Communicate Easy - Autism App for iPad,Pluja Apps Limited,Apple App Store,iPad,Free,2015-12-12,No,"Medical, Education",No,8,,0.0,0,,0.0
com.tapatalk.aspiescentralcom,Asperger's & Autism Community,Whipp Media LLC,Google Store,All,Free,2015-02-13,No,Social,No,7,,0.0,0,,0.0
949216697,Sut i gael Cawod / How to take a Shower,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2014-12-17,No,"Education, Health & Fitness",No,7,,0.0,4,,0.0
air.atebol.sgiliaucymdeithasol.GoingToTheDentist,Going to the dentist,Atebol,Google Store,All,Paid,2014-05-27,No,Education,No,7,,0.0,4,,0.0
939471209,Dwylo Caredig / Kind Hands,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2014-11-20,No,"Medical, Education",No,7,,0.0,4,,0.0
939471498,Gwneud Cyswllt / Making Contact,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2014-11-21,No,"Medical, Education",No,7,,0.0,4,,0.0
air.atebol.BrwsioDanneddDimDwr,Brushing teeth without water,Atebol,Google Store,All,Paid,2014-10-28,No,Education,No,7,,0.0,9,,0.0
com.didacticsapps.alexaprendeavestirse,Alex learns how to dress,Didactic Apps,Google Store,All,Free,2014-08-06,No,Education,No,7,,0.0,0,,0.0
924794992,Preschool Tracing Lines Doodling & Hand Writing Puzzle for for Kids: Halloween Theme,Agnitus,Apple App Store,"iPad, iPhone",Paid,2014-10-15,No,"Games, Education, Educational (Games), Family (Games)",No,7,,0.0,9,,0.0
939471603,Siopa / Shopping,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2014-11-20,No,"Medical, Education",No,6,,0.0,3,,0.0
air.atebol.sgiliaucymdeithasol.FireDrill,Fire Drill,Atebol,Google Store,All,Paid,2014-05-28,No,Education,No,6,,0.0,3,,0.0
air.atebol.sgiliaucymdeithasol.VerbalBullying,Verbal bullying,Atebol,Google Store,All,Paid,2014-05-27,No,Education,No,6,,0.0,2,,0.0
922016586,ABC Spelling Aliens: Syllable Name & Phonic Sounds Combination FULL,Agnitus,Apple App Store,"iPad, iPhone",Paid,2014-10-08,No,"Games, Education",No,5,,0.0,6,,0.0
949216846,Ymarfer Larwm Tan / Practicing Fire Drill,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2015-01-09,No,"Education, Health & Fitness",No,4,,0.0,2,,0.0
com.remnew.remnew,Remories,Remories,Google Store,All,Free,2015-09-21,No,Lifestyle,No,4,,0.0,0,,0.0
897830980,Kids Shape Puzzle Game : Learn about Shapes Sizes Space for PreschoolKindergarten & Grade 1 FULL,Agnitus,Apple App Store,"iPad, iPhone",Paid,2014-08-01,No,"Games, Education, Educational (Games), Puzzle (Games)",No,4,,0.0,2,,0.0
air.ShowMe,Show Me,ColorsKit,Google Store,All,Free,2014-12-31,Yes,Education,No,4,,0.0,0,,0.0
949216817,Bwlio Corfforol / Physical Bullying,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2014-12-18,No,"Education, Health & Fitness",No,3,,0.0,1,,0.0
482316499,Look in My Eyes: House,FIZZBRAIN LLC,Apple App Store,"iPad, iPhone",Paid,2011-11-29,No,"Education, Entertainment",No,3,,0.0,6,,0.0
582988304,Plats de fêtes,OPUNTIA SA,Apple App Store,"iPad, iPhone",Paid,2012-12-10,No,"Food & Drink, Lifestyle",No,1,,0.0,2,,0.0
885034286,Bären Asperg,Tobit.Software,Apple App Store,"iPad, iPhone",Free,2014-06-02,No,Lifestyle,No,0,,0.0,0,,0.0
com.tea.trastorno.del.espectro.autista,TEA - Asperger,Proyecto-TIC.es,Google Store,All,Free,2015-12-13,No,Education,No,0,,0.0,0,,0.0
com.andrewfortiersoftware.aeq,Asperger's Eval Questionnaire,Andrew Fortier,Google Store,All,Free,2015-07-30,No,Health and Fitness,No,0,,0.0,0,,0.0
ch.asperger_ag.memestrator_pro,MEMEstrator,Asperger AG,Google Store,All,Paid,2015-07-27,No,Entertainment,No,0,,0.0,0,,0.0
949216741,Dadwisgo / Undressing,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2015-01-09,No,"Health & Fitness, Entertainment",No,0,,0.0,0,,0.0
com.wAutismAU,Autism Au,ccmc.com.au,Google Store,All,Free,2015-11-15,No,Education,No,0,,0.0,0,,0.0
com.pina,PINA,Informatika Politeknik Kota Malang,Google Store,All,Free,2015-03-17,No,Education,No,0,,0.0,0,,0.0
939471610,Amser Gorffen / Time to Finish,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2014-11-20,No,"Medical, Education",No,0,,0.0,0,,0.0
949216737,Cymryd tro wrth Chwarae Gem / Taking turns when Playing a Game,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2015-03-30,No,"Education, Health & Fitness",No,0,,0.0,0,,0.0
949216701,Sut i Olchi Gwallt yn y Baddon / How to Wash Hair in a Bath,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2014-12-18,No,"Education, Health & Fitness",No,0,,0.0,0,,0.0
949216691,Sut i gael Bath / How to take a Bath,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2015-01-09,No,"Education, Health & Fitness",No,0,,0.0,0,,0.0
air.atebol.sgiliaucymdeithasol.AskingForHelpAtSchool,Asking for help at school,Atebol,Google Store,All,Paid,2014-05-27,No,Education,No,0,,0.0,0,,0.0
939465185,Bwyta a Chyllell a Fforc / Eating With Knife and Fork,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2014-11-21,No,"Medical, Education",No,0,,0.0,0,,0.0
949216705,Sut i Olchi Gwallt yn y Gawod / How to Wash Hair in a Shower,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2015-03-30,No,"Education, Health & Fitness",No,0,,0.0,0,,0.0
949216625,Sut i Sychu fy hun ar ol cael Bath neu Gawod / How to Dry Myself after taking a Shower or Bath,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2015-03-30,No,"Education, Health & Fitness",No,0,,0.0,0,,0.0
949216745,Gwisgo Gwregys Diogelwch mewn Car / Wearing a Seatbelt in a Car,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2015-03-30,No,"Education, Health & Fitness",No,0,,0.0,0,,0.0
949216825,Amser Cylch / Circle Time,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2015-03-30,No,"Education, Health & Fitness",No,0,,0.0,0,,0.0
949216842,Ymweld ar Deintydd / Going to the Dentist,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2015-01-09,No,"Education, Health & Fitness",No,0,,0.0,0,,0.0
com.orlando.giovanni.happysad,Emotions Quiz Learning Game,Giovanni Orlando,Google Store,All,Free,2015-07-05,No,Educational (Games),No,0,,0.0,0,,0.0
air.atebol.sgiliaucymdeithasol.TakingTurnsWhenPlayingAGame,Turn taking when playing games,Atebol,Google Store,All,Paid,2014-05-28,No,Education,No,0,,0.0,0,,0.0
air.atebol.sgiliaucymdeithasol.WinningAndLosing,Winning and losing,Atebol,Google Store,All,Paid,2014-05-28,No,Education,No,0,,0.0,0,,0.0
939469837,Gofyn am Help Pan Ar Goll / Asking for Help When Lost,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2014-11-20,No,"Medical, Education",No,0,,0.0,0,,0.0
949216709,Cymryd tro wrth ddefnyddio Offer Chwarae / Taking turns when using Play Equipment,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2015-01-02,No,"Education, Health & Fitness",No,0,,0.0,0,,0.0
939469607,Ateb y Ffôn / Answer the Phone,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2014-11-21,No,"Medical, Education",No,0,,0.0,0,,0.0
939465214,Uwchfarchnad / Supermarket,Atebol Cyfyngedig,Apple App Store,"iPad, iPhone",Paid,2014-11-21,No,"Medical, Education",No,0,,0.0,0,,0.0
air.atebol.sgiliaucymdeithasol.Shopping,Shopping (small shop),Atebol,Google Store,All,Paid,2014-05-28,No,Education,No,0,,0.0,0,,0.0
com.mobincube.android.sc_3EZTVN,Sonidos animales,Espoapps,Google Store,All,Free,2015-06-22,No,Education,No,0,,0.0,0,,0.0
881972374,Gretton School,B60 LTD,Apple App Store,"iPad, iPhone",Free,2014-06-04,No,Lifestyle,No,0,,0.0,0,,0.0
com.arrayansoft.ReExe,ReEx (English),Arrayansoft,Google Store,All,Free,2015-03-12,No,Education,No,0,,0.0,0,,0.0
com.franceappli.LARESERVE,La RéServe,FranceAppli,Google Store,All,Free,2015-08-06,No,Lifestyle,No,0,,0.0,0,,0.0
cl.rehapp.rehapp,Rehapp,Rehapp,Google Store,All,Free,2015-07-21,Yes,Educational (Games),No,0,,0.0,0,,0.0
com.opeware.commhelper,Communication Helper,OpeWare,Google Store,All,Paid,2012-07-28,No,Communication,No,0,,0.0,0,,0.0
air.AlphabetUpperCase,Upper Case - Autism Series,ColorsKit,Google Store,All,Free,2015-09-28,Yes,Education,No,0,,0.0,1,,0.0
com.agnitus.play.tracinglinesmonsters.halloween.free,Smart Shape: Kids Tracing Game,Agnitus,Google Store,All,Free,2014-10-16,Yes,Educational (Games),No,0,,0.0,14,,0.0
922016536,Bunny Spelling ABC & Phonic Sounds FULL,Agnitus,Apple App Store,"iPad, iPhone",Paid,2014-10-08,No,"Games, Education",No,0,,0.0,0,,0.0
com.agnitus.play.shapebuildingmonsters.halloween.free,Tri Angle: Learn Shapes Puzzle,Agnitus,Google Store,All,Free,2014-10-16,Yes,Educational (Games),No,0,,0.0,8,,0.0
923326179,Monster Shapes Sorting Puzzle for Kids Halloween Theme FULL,Agnitus,Apple App Store,"iPad, iPhone",Paid,2014-10-16,No,"Games, Education, Educational (Games), Family (Games)",No,0,,0.0,0,,0.0
com.franceappli.SYLVAINSUTY,Sylvain Suty,FranceAppli,Google Store,All,Free,2015-09-30,No,Lifestyle,No,0,,0.0,0,,0.0
com.crosskeepers.kingkhanvideosongs,Shahrukh Khan Video Songs,ROBIN APPS,Google Store,All,Free,2015-11-11,No,Entertainment,No,0,,0.0,0,,0.0
922018952,Candy Bricks - Shape Building Jigsaw Puzzle for Toddlers in Preschool Kindergarten & 1st Grade,Agnitus,Apple App Store,"iPad, iPhone",Paid,2014-10-08,No,"Games, Educational (Games), Education, Puzzle (Games)",No,0,,0.0,0,,0.0
com.avazapp.autism.en.avaz_lite,Avaz Lite - AAC App for Autism,Avaz Inc.,Google Store,All,Free,2015-02-15,Yes,Education,No,0,,0.0,52,,0.0
562578933,Sono Flex BP,Tobii Dynavox LLC,Apple App Store,"iPad, iPhone",Paid,2012-10-10,No,Education,No,0,,0.0,0,,0.0
com.avazapp.autism.en_in.avaz,Avaz - AAC App for India,Avaz Inc.,Google Store,All,Free,2014-08-29,No,Communication,No,0,,0.0,62,,0.0
net.jp.apps.macchan.disneyhiraganaquiz,幼稚園 ひらがな for ディズニー クイズ お子様用 無料,MACCHAN,Google Store,All,Free,2015-08-30,No,Education,No,0,,0.0,0,,0.0
409705938,Dance Party Zoo,FIZZBRAIN LLC,Apple App Store,"iPad, iPhone",Paid,2010-12-18,No,"Education, Entertainment",No,0,,0.0,0,,0.0
414822397,Dance Party Dino,FIZZBRAIN LLC,Apple App Store,"iPad, iPhone",Paid,2011-01-18,No,"Education, Health & Fitness",No,0,,0.0,0,,0.0
com.andromo.dev378700.app477118,Aspergers,PattyWalk,Google Store,All,Free,2016-02-23,No,Health and Fitness,No,,,0.0,,,0.0
de.ulikoenig.asperge,Asperge - Speiseplan LandtagSH,Uli König,Google Store,All,Free,2016-01-22,No,Travel and Local,No,,,0.0,,,0.0
1079940711,Asperger Marriage Instant Help,Riding Mill Energy Contracts Ltd,Apple App Store,"iPad, iPhone",Paid,2016-02-11,No,"Books, Lifestyle",No,,,0.0,,,0.0
uk.co.rmec.amih,Asperger Marriage Instant Help,David Slee for RMEC & ARC,Google Store,All,Paid,2016-01-28,No,Books and Reference,No,,,0.0,,,0.0
1093263736,Thrive with Aspergers,Ezoic Inc.,Apple App Store,"iPad, iPhone",Free,2016-05-19,No,Books,No,,,0.0,,,0.0
com.bash.matrimony,BashMatrimony,Asperg,Google Store,All,Free,2016-02-07,No,Social,No,,,0.0,,,0.0
es.ucm.as_u,AS (U),Grupo G-TeC UCM,Google Store,All,Free,2016-06-06,No,Lifestyle,No,,,0.0,,,0.0
air.atebol.sgiliaucymdeithasol.HowToWashHairInAShower,How to wash hair in a shower,Atebol,Google Store,All,Paid,2014-05-28,No,Education,No,,,0.0,,,0.0
air.atebol.sgiliaucymdeithasol.Supermarket,Shopping (supermarket),Atebol,Google Store,All,Paid,2014-05-28,No,Education,No,,,0.0,,,0.0
air.atebol.sgiliaucymdeithasol.WearingASeatBelt,Wearing a seatbelt in a car,Atebol,Google Store,All,Paid,2014-05-28,No,Education,No,,,0.0,,,0.0
air.atebol.sgiliaucymdeithasol.EatingWithKnifeAndFork,Eating with a knife and fork,Atebol,Google Store,All,Paid,2014-05-27,No,Education,No,,,0.0,,,0.0
es.ucm.as_t,AS (T),Grupo G-TeC UCM,Google Store,All,Free,2016-06-07,No,Lifestyle,No,,,0.0,,,0.0
com.goodbehaviortools.tokens,EasyKidTokens,GoodBehaviorTools.com,Google Store,All,Free,2010-10-11,No,Education,No,,,0.0,,,0.0
com.voxdev.peopleinaction,People In Action,VoxDev Ltd,Google Store,All,Free,2016-01-07,No,Business,No,,,0.0,,,0.0
melbournepsychology.net.au.melbournecognitivepsychology,Melbourne Cognitive Psychology,Psychology Network Pty Ltd,Google Store,All,Free,2016-05-23,No,Health and Fitness,No,,,0.0,,,0.0
com.puzzle.profile.picture,Go Blue for Autism,GePro,Google Store,All,Free,2016-03-30,No,Photography,No,,,0.0,,,0.0
com.skyscape.packagedsmivtrktwopkdata.android.voucher.ui,Manual of Mental Disorders,"Aptus Health, Inc.",Google Store,All,Paid,2014-10-30,No,Medical,No,,,0.0,,,0.0
com.agnitus.play.jigsawhalloween.halloween.paid,Spooky- Simple Jigsaw Puzzle,Agnitus,Google Store,All,Paid,2014-10-16,No,Puzzle (Games),No,,,0.0,,,0.0
1105199987,iBrushTeeth SS,Kensei Ikeda,Apple App Store,iPad,Free,2016-04-21,No,"Education, Health & Fitness",No,,,0.0,,,0.0
com.mobincube.carpe_diem_taca.sc_3P97PC,Terapia con Animales,Dario Arquillue,Google Store,All,Free,2016-02-05,No,Lifestyle,No,,,0.0,,,0.0
1050927812,Peppy Pals - Reggy's Play Date,Peppy Pals AB,Apple App Store,"iPad, iPhone",Free,2016-01-28,No,"Games, Education, Educational (Games), Family (Games)",No,,,0.0,,,0.0
com.routinefactory.app,RoutineFactory,AutiPlan.com,Google Store,All,Free,2015-02-09,No,Education,No,,,0.0,,,0.0
com.Child.Psychology,Child Psychology,Studio.Mobile,Google Store,All,Free,2016-05-22,No,Health and Fitness,No,,,0.0,,,0.0
org.psychologynetwork,Psychology Network,Psychology Network Pty Ltd,Google Store,All,Free,2016-02-20,No,Health and Fitness,No,,,0.0,,,0.0
com.eqidz.reggysplaydate,Peppy Pals - Reggy's Play Date,Peppy Pals,Google Store,All,Paid,2016-04-06,No,Educational (Games),No,,,0.0,,,0.0
com.andromo.dev378700.app476065,Child Psychology,PattyWalk,Google Store,All,Free,2016-02-16,No,Health and Fitness,No,,,0.0,,,0.0
